"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"4969","Maniac Path","Oct 29, 2020","$2.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Falco Software, Laush Dmitriy Sergeevich","Laush Studio"
"5489","Aster Fpv Drone Simulator","Oct 22, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Emmanuel Perrillon","Emmanuel Perrillon"
"8485","I'm on Observation Duty 3","Nov 13, 2020","$2.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Notovia","Notovia"
"9066","YoloMouse - Game Cursor Changer","May 1, 2020","$3.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Dragonrise Games","Dragonrise Games"
"9083","POPULATION: ONE","Oct 22, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","BigBox VR, Inc.","BigBox VR, Inc."
"9092","Heroes of the Three Kingdoms 7","Nov 12, 2020","$6.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
"9093","Anno 1404 - History Edition","Jun 25, 2020","$4.49","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Ubisoft Mainz","Ubisoft"
"9101","GemCraft - Frostborn Wrath","Jan 10, 2020","$12.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Game in a Bottle","Game in a Bottle"
"9105","Receiver 2","Apr 14, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Wolfire Games","Wolfire Games"
"9126","DEEMO -Reborn-","Sep 3, 2020","$24.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Rayark International Limited","Rayark International Limited"
"9134","Cyber Hook","Sep 24, 2020","$14.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Blazing Stick","Graffiti Games"
"9143","Legend Creatures(传奇生物)","Mar 31, 2020","$4.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","HideChara","HideChara"
"9149","HYPERCHARGE: Unboxed","Apr 27, 2020","$24.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Digital Cybercherries","Digital Cybercherries"
"9150","OVR Advanced Settings","Apr 14, 2020","$7.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","OVRAS Team","OVRAS Team"
"9156","DOOM Eternal: The Ancient Gods - Part One","Oct 20, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","id Software","Bethesda Softworks"
"9162","Burnout Paradise Remastered","Jun 4, 2020","$3.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Stellar Entertainment, Criterion Games","Electronic Arts"
"9173","The Wind Road","Jul 9, 2020","$29.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","甘肃嘉元数字科技有限公司","Phoenix Games"
"9179","Due Process","Nov 3, 2020","$14.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Giant Enemy Crab","Giant Enemy Crab"
"9183","Torchlight III","Oct 13, 2020","$39.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Echtra Inc.","Arc Games"
"9195","Xuan-Yuan Sword VII","Oct 28, 2020","$34.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","SOFTSTAR, DOMO Studio","SOFTSTAR, Yooreka Studio"
"9197","Total Tank Simulator","May 20, 2020","$7.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Noobz from Poland","505 Games"
"9202","Partisans 1941","Oct 14, 2020","$29.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Alter Games","Daedalic Entertainment"
"9204","Train Sim World 2","Aug 20, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Dovetail Games","Dovetail Games - TSW"
"9209","5D Chess With Multiverse Time Travel","Jul 22, 2020","$11.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Conor Petersen, Thunkspace, LLC","Conor Petersen, Thunkspace, LLC"
"9215","Kingdoms Reborn","Nov 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Earthshine","Earthshine"
"9217","The Walking Dead: Saints & Sinners","Jan 23, 2020","$39.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Skydance Interactive","Skydance Interactive"
"9218","TROUBLESHOOTER: Abandoned Children","Apr 23, 2020","$24.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Dandylion","Dandylion"
"9219","DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition","Dec 4, 2020","$39.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Square Enix","Square Enix"
"9222","Kingdom Rush Vengeance - Tower Defense","Oct 15, 2020","$13.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Ironhide Game Studio","Ironhide Game Studio"
"9224","Chronicon","Aug 21, 2020","$13.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Subworld","Subworld"
"9226","Yes, Your Grace","Mar 6, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Brave At Night","No More Robots"
"9227","RIDE 4","Oct 8, 2020","$39.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"9228","Into the Radius VR","Jul 20, 2020","$29.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","CM Games","CM Games"
"9230","Travellers Rest","Jul 28, 2020","$17.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Isolated Games","Isolated Games, IndieArk"
"9232","BPM: BULLETS PER MINUTE","Sep 15, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Awe Interactive","Awe Interactive"
"9233","Post Void","Aug 6, 2020","$2.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","YCJY Games","YCJY Games"
"9234","Tell Me Why","Aug 27, 2020","$4.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","DONTNOD Entertainment","Xbox Game Studios"
"9235","She Will Punish Them","Apr 29, 2020","$15.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","L2 Games","L2 Games"
"9236","Avorion","Mar 9, 2020","$24.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Boxelware","Boxelware"
"9243","港詭實錄ParanormalHK","Jan 6, 2020","$12.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Ghostpie Studio","Ghostpie Studio, Gamera Games"
"9246","ONE PIECE: PIRATE WARRIORS 4","Mar 26, 2020","$9.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Koei Tecmo","BANDAI NAMCO Entertainment"
"9247","Summer Memories","Jun 14, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Dojin Otome","Kagura Games"
"9251","The Test","Feb 24, 2020","$1.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Randumb Studios","Randumb Studios"
"9252","Amazing Cultivation Simulator","Nov 24, 2020","$24.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","GSQ Games","Gamera Games"
"9256","Blackwake","Feb 19, 2020","Free","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Mastfire Studios Pty Ltd","Mastfire Studios Pty Ltd"
"9257","The Walking Dead: The Telltale Definitive Series","Oct 29, 2020","$49.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Skybound Games","Skybound Games"
"9258","Holdfast: Nations At War","Mar 5, 2020","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Anvil Game Studios","Anvil Game Studios"
"9262","DJMAX RESPECT V","Mar 11, 2020","$49.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","NEOWIZ","NEOWIZ"
"18","Until You Fall","Oct 27, 2020","$24.99","N/A (N/A/87%)","200,000 .. 500,000","00:00 (00:00)","Schell Games","Schell Games"
"31","Manifold Garden","Oct 20, 2020","$19.99","N/A (N/A/85%)","200,000 .. 500,000","00:00 (00:00)","William Chyr Studio","William Chyr Studio"
"45","WHAT THE GOLF?","Oct 22, 2020","$6.79","N/A (N/A/83%)","200,000 .. 500,000","00:00 (00:00)","Triband","Triband"
"51","Sam & Max Save the World","Dec 2, 2020","$19.99","N/A (N/A/82%)","200,000 .. 500,000","00:00 (00:00)","Skunkape Games","Skunkape Games"
"53","Creaks","Jul 22, 2020","$19.99","N/A (N/A/82%)","200,000 .. 500,000","00:00 (00:00)","Amanita Design","Amanita Design"
"54","Ratropolis","Dec 22, 2020","$17.99","N/A (N/A/82%)","200,000 .. 500,000","00:00 (00:00)","Cassel Games","Cassel Games"
"55","Sakuna: Of Rice and Ruin","Nov 10, 2020","$14.99","N/A (N/A/82%)","200,000 .. 500,000","00:00 (00:00)","Edelweiss","XSEED Games, Marvelous USA, Inc."
"56","One Step From Eden","Mar 26, 2020","$19.99","N/A (N/A/82%)","200,000 .. 500,000","00:00 (00:00)","Thomas Moon Kang","Humble Games, Maple Whispering Limited"
"63","Paradise Killer","Sep 4, 2020","$5.99","N/A (N/A/81%)","200,000 .. 500,000","00:00 (00:00)","Kaizen Game Works","Fellow Traveller"
"64","Unravel","Jun 4, 2020","$4.99","N/A (N/A/81%)","200,000 .. 500,000","00:00 (00:00)","Coldwood Interactive","Electronic Arts"
"65","The Pedestrian","Jan 29, 2020","Free","N/A (N/A/81%)","200,000 .. 500,000","00:00 (00:00)","Skookum Arts","Skookum Arts"
"67","Visage","Oct 29, 2020","$34.99","N/A (N/A/81%)","200,000 .. 500,000","00:00 (00:00)","SadSquare Studio","SadSquare Studio"
"71","Gears Tactics","Apr 28, 2020","$9.89","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Splash Damage, The Coalition","Xbox Game Studios"
"80","Murder by Numbers","Mar 6, 2020","$14.99","N/A (N/A/79%)","200,000 .. 500,000","00:00 (00:00)","Mediatonic","The Irregular Corporation"
"85","Observation","May 21, 2020","$24.99","N/A (N/A/79%)","200,000 .. 500,000","00:00 (00:00)","No Code","Devolver Digital"
"86","THE LONGING","Mar 5, 2020","$14.99","N/A (N/A/79%)","200,000 .. 500,000","00:00 (00:00)","Studio Seufz","Application Systems Heidelberg"
"98","Werewolf: The Apocalypse — Heart of the Forest","Oct 13, 2020","$1.49","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Different Tales","Different Tales, Pretty Soon"
"102","Plebby Quest: The Crusades","Apr 8, 2020","$5.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","PiedPipers Team","NEOWIZ"
"103","Othercide","Jul 27, 2020","$29.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Lightbulb Crew","Focus Entertainment"
"104","Per Aspera","Dec 3, 2020","$29.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Tlön Industries","Raw Fury"
"105","Call of the Sea","Dec 8, 2020","$7.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Out of the Blue Games","Raw Fury"
"106","Atomicrops","Sep 17, 2020","$14.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Bird Bath Games","Raw Fury"
"117","SpellForce 3 Fallen God","Nov 3, 2020","$19.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","Grimlore Games","THQ Nordic"
"118","WRC 8 FIA World Rally Championship","Sep 8, 2020","$29.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","KT Racing","Nacon"
"119","Timelie","May 20, 2020","$17.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","Urnique Studio","Urnique Studio"
"120","Star Renegades","Sep 8, 2020","$24.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","Massive Damage, Inc.","Raw Fury"
"123","The White Door","Jan 9, 2020","$3.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","Rusty Lake","Second Maze"
"137","Röki","Jul 23, 2020","$19.99","N/A (N/A/76%)","200,000 .. 500,000","00:00 (00:00)","Polygon Treehouse","United Label, CI Games"
"140","Coffee Talk","Jan 29, 2020","$12.99","N/A (N/A/76%)","200,000 .. 500,000","00:00 (00:00)","Toge Productions","Toge Productions"
"149","Evan's Remains","Jun 11, 2020","$6.99","N/A (N/A/75%)","200,000 .. 500,000","00:00 (00:00)","maitan69","Whitethorn Games"
"150","Vigil: The Longest Night","Oct 14, 2020","$21.99","N/A (N/A/75%)","200,000 .. 500,000","00:00 (00:00)","Glass Heart Games","Glass Heart Games"
"151","Captain Tsubasa: Rise of New Champions","Sep 28, 2020","$9.99","N/A (N/A/75%)","200,000 .. 500,000","00:00 (00:00)","TAMSOFT CORPORATION","BANDAI NAMCO Entertainment"
"162","Fort Triumph","Apr 16, 2020","$19.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","CookieByte Entertainment","CookieByte Entertainment"
"165","Phoenix Point","Dec 3, 2020","$24.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","Snapshot Games Inc.","Snapshot Games Inc."
"166","PGA TOUR 2K21","Aug 20, 2020","$59.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","HB Studios Multimedia Ltd.","2K"
"176","Lightmatter","Jan 15, 2020","$19.99","N/A (N/A/73%)","200,000 .. 500,000","00:00 (00:00)","Tunnel Vision Games","Aspyr"
"177","Haven","Dec 3, 2020","$24.99","N/A (N/A/73%)","200,000 .. 500,000","00:00 (00:00)","The Game Bakers","The Game Bakers"
"178","112 Operator","Apr 23, 2020","$4.99","N/A (N/A/73%)","200,000 .. 500,000","00:00 (00:00)","Jutsu Games","Games Operators"
"186","DIRT 5","Nov 5, 2020","$59.99","N/A (N/A/72%)","200,000 .. 500,000","00:00 (00:00)","Codemasters","Codemasters, Electronic Arts"
"188","DAEMON X MACHINA","Feb 13, 2020","$19.99","N/A (N/A/72%)","200,000 .. 500,000","00:00 (00:00)","Marvelous Inc.","XSEED Games, Marvelous USA, Inc., Marvelous"
"195","Mars Horizon","Nov 17, 2020","$19.99","N/A (N/A/71%)","200,000 .. 500,000","00:00 (00:00)","Auroch Digital","Secret Mode"
"205","Parkasaurus","Aug 12, 2020","$9.99","N/A (N/A/70%)","200,000 .. 500,000","00:00 (00:00)","Washbear Studio","Washbear Studio"
"214","Neighbours back From Hell","Oct 8, 2020","$14.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Farbworks","HandyGames"
"215","The Survivalists","Oct 9, 2020","$24.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Team17","Team17"
"222","Port Royale 4","Sep 25, 2020","$39.99","N/A (N/A/68%)","200,000 .. 500,000","00:00 (00:00)","Gaming Minds","Kalypso Media"
"223","Train Station Renovation","Oct 1, 2020","$3.79","N/A (N/A/68%)","200,000 .. 500,000","00:00 (00:00)","Live Motion Games","Live Motion Games, Frozen Way, PlayWay S.A., Frozen District"
"241","Hellpoint","Jul 30, 2020","$34.99","N/A (N/A/64%)","200,000 .. 500,000","00:00 (00:00)","Cradle Games","tinyBuild"
"475","The Episodic","Oct 21, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Redwoods Digital Games","Redwoods Digital Games"
"591","IMUGI","Dec 11, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Rising Dragon Studio","Rising Dragon Studio"
"618","Orlando Theme Park VR - Roller Coaster and Rides","Aug 21, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Thetis Games and Simulators","Thetis Games and Simulators"
"777","Rainy","Sep 17, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Vantan Game Academy","Vantan Game Academy"
"820","Liberated: Free Trial","Jul 23, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Atomic Wolf, L.INC","Walkabout"
"883","Starfighter General","Nov 21, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","James Sager III, Steve Reynolds","James Sager"
"1098","Lords of Kingdoms","Aug 5, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","ThankGame.com","ThankGame.com"
"1172","Twin-Turbo Supercharged Nitro-Fueled Papamobile","Jul 17, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Microtaur","Microtaur"
"1214","Orange Cast: Prologue","Dec 24, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Team Rez","Valkyrie Initiative"
"1227","Bright Memory: Infinite Ray Tracing Benchmark","Sep 24, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","FYQD-Studio","FYQD-Studio, PLAYISM"
"1471","Veterans Online - Open Beta","May 22, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Nuked Cockroach","Nuked Cockroach"
"1472","Isles of Limbo","Jul 31, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Argonautics","DigiPen Institute of Technology"
"1522","DarkStory Online","May 22, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","BraveWolf","BraveWolf"
"1556","Cartoon Strike","Oct 14, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Gametoria","Gametoria"
"1571","CHRONOSHOT","Aug 7, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Quickfire Labs","Quickfire Labs"
"1592","Leafling","Dec 15, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Celtaria Productions","Celtaria Productions"
"1593","The Emperor's Own: Alpha Teaser","Nov 4, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Volga Studios","Volga Studios"
"1604","Black Skylands: Origins","Apr 30, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Hungry Couch Games","tinyBuild"
"1610","SCP: Nukalypse","Apr 30, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Nikk F.","Nikk F."
"1620","Quantum League - Free Open Beta","Feb 21, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Nimble Giant Entertainment","Nimble Giant Entertainment"
"1629","Hello Neighbor 2 Alpha 1","Dec 29, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Eerie Guest, tinyBuild","tinyBuild"
"1636","Adventure Escape Mysteries","May 5, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Haiku Games Co","Haiku Games Co"
"1643","Cyrano Story","Apr 16, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Alice & Smith","Alice & Smith"
"1647","Train Station Renovation - First Job","Apr 21, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Live Motion Games","Live Motion Games, PlayWay S.A."
"1651","VALKYRIE CONNECT","Apr 2, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Ateam Entertainment Inc.","Ateam Entertainment Inc."
"1653","Object N","Dec 25, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","KleskBY","KleskBY"
"1656","Siege Survival: Gloria Victis Prologue","Aug 19, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Black Eye Games, FishTankStudio","Ravenscourt"
"1660","Blackjack Championship","Aug 25, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","BBstudio Inc.","BBstudio Inc."
"1662","ScreenPlay","Jan 22, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Elias Steurer (Kelteseth) Tachiom","Elias Steurer (Kelteseth) Tachiom"
"1669","Split or Steal","Jan 31, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Rootpew","Rootpew"
"1671","Talvisota - Winter War","Apr 2, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Talvisota Team","Tripwire Interactive"
"1681","Syberia: The World Before - Prologue","Oct 8, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Microids Studio Paris","Microids"
"1683","Super Buckyball Tournament Preseason","Nov 19, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Pathea Games","Pathea Games"
"1684","SpellForce 3: Versus Edition","Nov 3, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Grimlore Games","THQ Nordic"
"1686","Combat Arms: the Classic","Jul 14, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","VALOFE, NEXON","VALOFE"
"1688","Mythgard","Sep 18, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Monumental, LLC","Monumental, LLC"
"1689","Soviet Jump Game","Jul 16, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Fantastic Passion","Game Grumps"
"1690","Soccer Manager 2020","Jan 29, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"1693","仙剑奇侠传九野","Oct 30, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","软星科技（上海）有限公司","SOFTSTAR TECHNOLOGY (SHANGHAI) CO., LTD"
"1695","Occupy Mars: Prologue","Aug 20, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","▲ Pyramid Games","Pyramid Games S.A."
"1697","Coloring Game 3","Apr 17, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","L. Stotch","L. Stotch"
"1703","Gladiator Guild Manager: Prologue","Aug 27, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Entertainment Forge","GrabTheGames, Gamera Games, UpgradePoint"
"1706","Summerland","Dec 1, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","FYRE Games, Conner Rush","FYRE Games"
"1708","Chex Quest HD","May 18, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Team Chex Quest HD, Flight School Studio","General Mills"
"1710","Gridiron","Jul 23, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","1336 Studios","1336 Studios"
"1713","Dreamscaper: Prologue","Apr 8, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Afterburner Studios","indie.io, Maple Whispering Limited"
"1715","The Life and Suffering of Sir Brante — Chapter 1&2","Dec 1, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Sever","101XP"
"1718","Mr. Prepper: Prologue","Aug 27, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Rejected Games","PlayWay S.A., Rejected Games"
"1722","Drug Dealer Simulator: Free Sample","Apr 3, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Byterunners Game Studio","Movie Games S.A."
"1724","Sector's Edge","Oct 30, 2020","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Vercidium, Rocket Skeleton","Vercidium"
"1725","Vecter","Oct 14, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Taranasus","Taranasus"
"1727","Coloring Game 2","Jan 10, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","L. Stotch","L. Stotch"
"1729","Poker Master","Sep 23, 2020","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","NGIN LIMITED","NGIN LIMITED"
